"Date","Player_1","Player_2","Winner","Rank_1","Rank_2","Odd_1","Odd_2","Court","Five_Set","Match_Importance","Opponent","Odd_Med","Odd_Opp","Rank_Med","Rank_Opp","Win","Odd_Pred","Grass","Clay","Indoor","Hard","Odd_Acc","Opp_Court_Perc","Opp_Set_Perc","H2H_Med","Pre_Med","Pre5_Med","Pre_Opp","Pre5_Opp","Log_Rank_Med","Log_Rank_Opp"
"2020-10-30","Anderson K.","Medvedev D.","Anderson K.",111,6,4.33,1.2,"Hard Indoor",0,180,"Anderson K.",1.2,4.33,6,111,0,1,0,0,1,0,0,54.6666666666667,56.9739952718676,50,1,0.6,1,0.8,1.79175946922805,4.70953020131233
"2020-11-05","Medvedev D.","De Minaur A.","Medvedev D.",5,25,1.53,2.5,"Hard Indoor",0,180,"De Minaur A.",1.53,2.5,5,25,1,1,0,0,1,0,1,70.5882352941177,59.3023255813954,100,0,0.6,1,0.8,1.6094379124341,3.2188758248682
"2020-11-06","Schwartzman D.","Medvedev D.","Medvedev D.",9,5,2.75,1.44,"Hard Indoor",0,360,"Schwartzman D.",1.44,2.75,5,9,1,1,0,0,1,0,1,64.7058823529412,54.7945205479452,100,1,0.6,1,0.8,1.6094379124341,2.19722457733622
"2020-11-07","Raonic M.","Medvedev D.","Medvedev D.",17,5,2.75,1.44,"Hard Indoor",0,600,"Raonic M.",1.44,2.75,5,17,1,1,0,0,1,0,1,67.741935483871,67.6315789473684,100,1,0.8,1,1,1.6094379124341,2.83321334405622
"2020-11-08","Zverev A.","Medvedev D.","Medvedev D.",7,5,1.9,1.9,"Hard Indoor",0,1000,"Zverev A.",1.9,1.9,5,7,1,1,0,0,1,0,1,66.6666666666667,67.2661870503597,20,1,0.8,1,1,1.6094379124341,1.94591014905531
"2020-11-16","Medvedev D.","Zverev A.","Medvedev D.",4,7,1.7,2.05,"Hard Indoor",0,600,"Zverev A.",1.7,2.05,4,7,1,1,0,0,1,0,1,65.6716417910448,67.0250896057348,33.3333333333333,1,0.8,0,0.8,1.38629436111989,1.94591014905531
"2020-11-18","Medvedev D.","Djokovic N.","Medvedev D.",4,1,2.75,1.4,"Hard Indoor",0,600,"Djokovic N.",2.75,1.4,4,1,1,0,0,0,1,0,0,77.536231884058,82.6023391812866,50,1,1,1,0.6,1.38629436111989,0
"2020-11-20","Medvedev D.","Schwartzman D.","Medvedev D.",4,9,1.25,3.75,"Hard Indoor",0,600,"Schwartzman D.",1.25,3.75,4,9,1,1,0,0,1,0,1,59.4594594594595,54.0540540540541,100,1,1,0,0.4,1.38629436111989,2.19722457733622
"2020-11-21","Medvedev D.","Nadal R.","Medvedev D.",4,2,1.75,2,"Hard Indoor",0,1000,"Nadal R.",1.75,2,4,2,1,1,0,0,1,0,1,68.0851063829787,81.8414322250639,0,1,1,1,0.6,1.38629436111989,0.693147180559945
"2020-11-22","Thiem D.","Medvedev D.","Medvedev D.",3,4,2.2,1.66,"Hard Indoor",0,1500,"Thiem D.",1.66,2.2,4,3,1,1,0,0,1,0,1,56.7567567567568,63.4674922600619,25,1,1,1,0.6,1.38629436111989,1.09861228866811
"2021-02-09","Medvedev D.","Pospisil V.","Medvedev D.",4,63,1.04,13,"Hard Outdoor",1,90,"Pospisil V.",1.04,13,4,63,1,1,0,0,0,1,1,43.2203389830509,37.2093023255814,66.6666666666667,1,1,0,0.8,1.38629436111989,4.14313472639153
"2021-02-11","Medvedev D.","Carballes Baena R.","Medvedev D.",4,99,1.005,29,"Hard Outdoor",1,90,"Carballes Baena R.",1.005,29,4,99,1,1,0,0,0,1,1,40,37.5,50,1,1,1,0.4,1.38629436111989,4.59511985013459
"2021-02-13","Krajinovic F.","Medvedev D.","Medvedev D.",33,4,11,1.05,"Hard Outdoor",1,180,"Krajinovic F.",1.05,11,4,33,1,1,0,0,0,1,1,50,41.6666666666667,0,1,1,1,0.4,1.38629436111989,3.49650756146648
"2021-02-15","Mcdonald M.","Medvedev D.","Medvedev D.",192,4,15,1.03,"Hard Outdoor",1,360,"Mcdonald M.",1.03,15,4,192,1,1,0,0,0,1,1,37.8378378378378,50,100,1,1,1,0.8,1.38629436111989,5.25749537202778
"2021-02-17","Rublev A.","Medvedev D.","Medvedev D.",8,4,2.75,1.44,"Hard Outdoor",1,720,"Rublev A.",1.44,2.75,4,8,1,1,0,0,0,1,1,59.7938144329897,65.7894736842105,100,1,1,1,0.8,1.38629436111989,2.07944154167984
"2021-02-19","Medvedev D.","Tsitsipas S.","Medvedev D.",4,6,1.4,3,"Hard Outdoor",1,1200,"Tsitsipas S.",1.4,3,4,6,1,1,0,0,0,1,1,63.5294117647059,64.8648648648649,100,1,1,1,0.8,1.38629436111989,1.79175946922805
"2021-02-21","Medvedev D.","Djokovic N.","Djokovic N.",4,1,2,1.83,"Hard Outdoor",1,2000,"Djokovic N.",2,1.83,4,1,0,0,0,0,0,1,1,87.15953307393,88.109756097561,60,1,1,1,1,1.38629436111989,0
"2021-03-03","Medvedev D.","Lajovic D.","Lajovic D.",3,27,1.08,8,"Hard Indoor",0,90,"Lajovic D.",1.08,8,3,27,0,1,0,0,1,0,0,28.5714285714286,42.5837320574163,50,0,0.8,0,0.6,1.09861228866811,3.29583686600433
"2021-03-11","Medvedev D.","Gerasimov E.","Medvedev D.",3,76,1.14,5.5,"Hard Indoor",0,45,"Gerasimov E.",1.14,5.5,3,76,1,1,0,0,1,0,1,57.1428571428571,58.695652173913,100,0,0.6,1,0.6,1.09861228866811,4.33073334028633
"2021-03-12","Sinner J.","Medvedev D.","Medvedev D.",34,3,3.4,1.33,"Hard Indoor",0,90,"Sinner J.",1.33,3.4,3,34,1,1,0,0,1,0,1,68,63.6363636363636,100,1,0.6,1,0.6,1.09861228866811,3.52636052461616
"2021-03-14","Herbert P.H.","Medvedev D.","Medvedev D.",93,3,4.5,1.2,"Hard Indoor",0,250,"Herbert P.H.",1.2,4.5,3,93,1,1,0,0,1,0,1,45.1612903225806,45.3900709219858,50,1,0.6,1,0.8,1.09861228866811,4.53259949315326
"2021-03-26","Lu Y.","Medvedev D.","Medvedev D.",1020,2,23,1.01,"Hard Outdoor",0,90,"Lu Y.",1.01,23,2,1020,1,1,0,0,0,1,1,16.6666666666667,20,50,1,0.6,1,0.2,0.693147180559945,6.92755790627832
"2021-03-28","Medvedev D.","Popyrin A.","Medvedev D.",2,86,1.11,6.5,"Hard Outdoor",0,180,"Popyrin A.",1.11,6.5,2,86,1,1,0,0,0,1,1,43.75,41.025641025641,100,1,0.8,1,0.8,0.693147180559945,4.45434729625351
"2021-03-30","Tiafoe F.","Medvedev D.","Medvedev D.",58,2,5.5,1.14,"Hard Outdoor",0,180,"Tiafoe F.",1.14,5.5,2,58,1,1,0,0,0,1,1,45.2631578947368,44.2748091603053,100,1,1,1,0.8,0.693147180559945,4.06044301054642
"2021-04-01","Bautista Agut R.","Medvedev D.","Bautista Agut R.",12,2,3.5,1.3,"Hard Outdoor",0,360,"Bautista Agut R.",1.3,3.5,2,12,0,1,0,0,0,1,0,69.2307692307692,65.1515151515152,0,1,1,1,0.6,0.693147180559945,2.484906649788
"2021-05-05","Medvedev D.","Davidovich Fokina A.","Medvedev D.",3,49,1.57,2.37,"Clay",0,90,"Davidovich Fokina A.",1.57,2.37,3,49,1,1,0,1,0,0,1,50,54.7619047619048,50,0,0.8,1,0.8,1.09861228866811,3.89182029811063
"2021-05-06","Medvedev D.","Garin C.","Garin C.",3,25,1.61,2.3,"Clay",0,180,"Garin C.",1.61,2.3,3,25,0,1,0,1,0,0,0,65.3846153846154,57.5342465753425,100,1,0.8,1,0.4,1.09861228866811,3.2188758248682
"2021-05-12","Karatsev A.","Medvedev D.","Karatsev A.",27,2,1.8,2,"Clay",0,90,"Karatsev A.",2,1.8,2,27,0,0,0,1,0,0,1,70,56.6666666666667,50,0,0.6,1,0.6,0.693147180559945,3.29583686600433
"2021-05-31","Bublik A.","Medvedev D.","Medvedev D.",37,2,3,1.4,"Clay",1,90,"Bublik A.",1.4,3,2,37,1,1,0,1,0,0,1,45,40,100,0,0.4,0,0.6,0.693147180559945,3.61091791264422
"2021-06-02","Medvedev D.","Paul T.","Medvedev D.",2,52,1.28,3.75,"Clay",1,90,"Paul T.",1.28,3.75,2,52,1,1,0,1,0,0,1,50,41.6666666666667,50,1,0.4,1,0.8,0.693147180559945,3.95124371858143
"2021-06-04","Medvedev D.","Opelka R.","Medvedev D.",2,35,1.3,3.5,"Clay",1,180,"Opelka R.",1.3,3.5,2,35,1,1,0,1,0,0,1,42.1052631578947,43.75,66.6666666666667,1,0.6,1,0.6,0.693147180559945,3.55534806148941
"2021-06-06","Garin C.","Medvedev D.","Medvedev D.",23,2,3.2,1.36,"Clay",1,360,"Garin C.",1.36,3.2,2,23,1,1,0,1,0,0,1,66.1016949152542,50,50,1,0.6,1,0.8,0.693147180559945,3.13549421592915
"2021-06-08","Medvedev D.","Tsitsipas S.","Tsitsipas S.",2,5,2.75,1.44,"Clay",1,720,"Tsitsipas S.",2.75,1.44,2,5,0,0,0,1,0,0,1,73.2394366197183,66.6666666666667,100,1,0.8,1,1,0.693147180559945,1.6094379124341
"2021-06-15","Medvedev D.","Struff J.L.","Struff J.L.",2,45,1.28,3.75,"Grass",0,90,"Struff J.L.",1.28,3.75,2,45,0,1,1,0,0,0,0,37.5,46.2450592885375,100,0,0.8,0,0.6,0.693147180559945,3.80666248977032
"2021-06-22","Medvedev D.","Moutet C.","Medvedev D.",2,85,1.14,5.5,"Grass",0,45,"Moutet C.",1.14,5.5,2,85,1,1,1,0,0,0,1,50,44.6808510638298,50,0,0.6,1,0.2,0.693147180559945,4.44265125649032
"2021-06-24","Medvedev D.","Ruud C.","Medvedev D.",2,14,1.2,4.5,"Grass",0,90,"Ruud C.",1.2,4.5,2,14,1,1,1,0,0,0,1,66.6666666666667,57.9545454545455,50,1,0.6,1,0.8,0.693147180559945,2.63905732961526
"2021-06-25","Carreno Busta P.","Medvedev D.","Medvedev D.",13,2,4.5,1.2,"Grass",0,150,"Carreno Busta P.",1.2,4.5,2,13,1,1,1,0,0,0,1,44.4444444444444,59.2783505154639,66.6666666666667,1,0.6,1,0.8,0.693147180559945,2.56494935746154
"2021-06-26","Querrey S.","Medvedev D.","Medvedev D.",60,2,3.75,1.28,"Grass",0,250,"Querrey S.",1.28,3.75,2,60,1,1,1,0,0,0,1,65.0943396226415,55.8365758754864,100,1,0.6,1,0.6,0.693147180559945,4.0943445622221
"2021-06-29","Struff J.L.","Medvedev D.","Medvedev D.",45,2,5.5,1.14,"Grass",1,90,"Struff J.L.",1.14,5.5,2,45,1,1,1,0,0,0,1,37.1428571428571,41.1764705882353,75,1,0.8,0,0.4,0.693147180559945,3.80666248977032
"2021-07-01","Alcaraz C.","Medvedev D.","Medvedev D.",75,2,11,1.05,"Grass",1,90,"Alcaraz C.",1.05,11,2,75,1,1,1,0,0,0,1,100,66.6666666666667,50,1,1,1,0.6,0.693147180559945,4.31748811353631
"2021-07-03","Cilic M.","Medvedev D.","Medvedev D.",37,2,5,1.16,"Grass",0,180,"Cilic M.",1.16,5,2,37,1,1,1,0,0,0,1,71.7171717171717,61.0320284697509,100,1,1,1,0.8,0.693147180559945,3.61091791264422
"2021-07-06","Medvedev D.","Hurkacz H.","Hurkacz H.",2,18,1.16,5,"Grass",1,360,"Hurkacz H.",1.16,5,2,18,0,1,1,0,0,0,0,53.8461538461538,40,50,1,1,1,0.6,0.693147180559945,2.89037175789616
"2021-08-10","Bublik A.","Medvedev D.","Medvedev D.",38,2,4.5,1.2,"Hard Outdoor",0,90,"Bublik A.",1.2,4.5,2,38,1,1,0,0,0,1,1,50,53.1914893617021,100,0,0.8,1,0.6,0.693147180559945,3.63758615972639
"2021-08-13","Medvedev D.","Duckworth J.","Medvedev D.",2,85,1.08,8,"Hard Outdoor",0,180,"Duckworth J.",1.08,8,2,85,1,1,0,0,0,1,1,38.8059701492537,40.625,50,1,0.8,1,0.6,0.693147180559945,4.44265125649032
"2021-08-14","Medvedev D.","Hurkacz H.","Medvedev D.",2,13,1.22,4.33,"Hard Outdoor",0,360,"Hurkacz H.",1.22,4.33,2,13,1,1,0,0,0,1,1,60.655737704918,53.2608695652174,0,1,0.8,1,0.8,0.693147180559945,2.56494935746154
"2021-08-15","Isner J.","Medvedev D.","Medvedev D.",30,2,3.5,1.3,"Hard Outdoor",0,600,"Isner J.",1.3,3.5,2,30,1,1,0,0,0,1,1,67.0761670761671,63.0630630630631,50,1,0.8,1,1,0.693147180559945,3.40119738166216
"2021-08-15","Medvedev D.","Opelka R.","Medvedev D.",2,32,1.16,5,"Hard Outdoor",0,1000,"Opelka R.",1.16,5,2,32,1,1,0,0,0,1,1,54.2857142857143,53.6082474226804,75,1,0.8,1,1,0.693147180559945,3.46573590279973
"2021-08-18","Medvedev D.","Mcdonald M.","Medvedev D.",2,64,1.16,5,"Hard Outdoor",0,90,"Mcdonald M.",1.16,5,2,64,1,1,0,0,0,1,1,42,40.9836065573771,100,1,1,1,0.6,0.693147180559945,4.15888308335967
"2021-08-19","Dimitrov G.","Medvedev D.","Medvedev D.",21,2,5,1.16,"Hard Outdoor",0,180,"Dimitrov G.",1.16,5,2,21,1,1,0,0,0,1,1,59.6707818930041,58.3924349881797,66.6666666666667,1,1,1,0.4,0.693147180559945,3.04452243772342
"2021-08-20","Medvedev D.","Carreno Busta P.","Medvedev D.",2,13,1.28,3.75,"Hard Outdoor",0,360,"Carreno Busta P.",1.28,3.75,2,13,1,1,0,0,0,1,1,65.7407407407407,60.1990049751244,75,1,1,1,1,0.693147180559945,2.56494935746154
"2021-08-21","Medvedev D.","Rublev A.","Rublev A.",2,7,1.22,4.33,"Hard Outdoor",0,600,"Rublev A.",1.22,4.33,2,7,0,1,0,0,0,1,0,61.0619469026549,60.9137055837564,100,1,1,1,0.8,0.693147180559945,1.94591014905531
"2021-08-31","Gasquet R.","Medvedev D.","Medvedev D.",79,2,13,1.04,"Hard Outdoor",1,90,"Gasquet R.",1.04,13,2,79,1,1,0,0,0,1,1,60.8695652173913,63.4146341463415,50,0,0.8,0,0.4,0.693147180559945,4.36944785246702
"2021-09-01","Medvedev D.","Koepfer D.","Medvedev D.",2,57,1.02,17,"Hard Outdoor",1,90,"Koepfer D.",1.02,17,2,57,1,1,0,0,0,1,1,45.8333333333333,57.8947368421053,100,1,0.8,1,0.6,0.693147180559945,4.04305126783455
"2021-09-03","Medvedev D.","Andujar P.","Medvedev D.",2,74,1.01,23,"Hard Outdoor",1,180,"Andujar P.",1.01,23,2,74,1,1,0,0,0,1,1,27.8350515463918,37.5,50,1,0.8,1,0.6,0.693147180559945,4.30406509320417
"2021-09-05","Medvedev D.","Evans D.","Medvedev D.",2,27,1.03,15,"Hard Outdoor",1,360,"Evans D.",1.03,15,2,27,1,1,0,0,0,1,1,55.2941176470588,53.8461538461538,50,1,0.8,1,0.8,0.693147180559945,3.29583686600433
"2021-09-07","Van De Zandschulp B.","Medvedev D.","Medvedev D.",117,2,19,1.02,"Hard Outdoor",1,720,"Van De Zandschulp B.",1.02,19,2,117,1,1,0,0,0,1,1,77.7777777777778,66.6666666666667,50,1,0.8,1,0.8,0.693147180559945,4.76217393479776
"2021-09-10","Medvedev D.","Auger-Aliassime F.","Medvedev D.",2,15,1.16,5,"Hard Outdoor",1,1200,"Auger-Aliassime F.",1.16,5,2,15,1,1,0,0,0,1,1,60.3174603174603,65.2173913043478,100,1,1,1,0.8,0.693147180559945,2.70805020110221
"2021-09-12","Medvedev D.","Djokovic N.","Medvedev D.",2,1,3,1.4,"Hard Outdoor",1,2000,"Djokovic N.",3,1.4,2,1,1,0,0,0,0,1,0,87.3320537428023,88.728323699422,50,1,1,1,1,0.693147180559945,0
"2021-10-10","Medvedev D.","Mcdonald M.","Medvedev D.",2,57,1.06,10,"Hard Outdoor",0,90,"Mcdonald M.",1.06,10,2,57,1,1,0,0,0,1,1,42.5925925925926,41.2698412698413,100,1,1,1,0.6,0.693147180559945,4.04305126783455
"2021-10-12","Krajinovic F.","Medvedev D.","Medvedev D.",34,2,8,1.08,"Hard Outdoor",0,180,"Krajinovic F.",1.08,8,2,34,1,1,0,0,0,1,1,47.6190476190476,53.0612244897959,50,1,1,1,0.8,0.693147180559945,3.52636052461616
"2021-10-13","Dimitrov G.","Medvedev D.","Dimitrov G.",28,2,6,1.12,"Hard Outdoor",0,180,"Dimitrov G.",1.12,6,2,28,0,1,0,0,0,1,0,60.1593625498008,58.6046511627907,75,1,1,1,0.8,0.693147180559945,3.3322045101752
"2021-11-03","Ivashka I.","Medvedev D.","Medvedev D.",46,2,6,1.12,"Hard Indoor",0,90,"Ivashka I.",1.12,6,2,46,1,1,0,0,1,0,1,60,54.7945205479452,50,0,0.8,1,0.6,0.693147180559945,3.8286413964891
"2021-11-04","Korda S.","Medvedev D.","Medvedev D.",39,2,5,1.16,"Hard Indoor",0,180,"Korda S.",1.16,5,2,39,1,1,0,0,1,0,1,57.1428571428571,61.5384615384615,50,1,0.8,1,0.6,0.693147180559945,3.66356164612965
"2021-11-05","Gaston H.","Medvedev D.","Medvedev D.",103,2,7,1.1,"Hard Indoor",0,360,"Gaston H.",1.1,7,2,103,1,1,0,0,1,0,1,50,60,50,1,0.8,1,0.8,0.693147180559945,4.63472898822964
"2021-11-06","Medvedev D.","Zverev A.","Medvedev D.",2,4,1.72,2.1,"Hard Indoor",0,600,"Zverev A.",1.72,2.1,2,4,1,1,0,0,1,0,1,67.0886075949367,68.3385579937304,42.8571428571429,1,0.8,1,1,0.693147180559945,1.38629436111989
"2021-11-07","Medvedev D.","Djokovic N.","Djokovic N.",2,1,1.8,2,"Hard Indoor",0,1000,"Djokovic N.",1.8,2,2,1,0,1,0,0,1,0,0,77.0833333333333,82.3863636363636,57.1428571428571,1,0.8,1,0.8,0.693147180559945,0
"2021-11-14","Medvedev D.","Hurkacz H.","Medvedev D.",2,9,1.2,4.5,"Hard Indoor",0,600,"Hurkacz H.",1.2,4.5,2,9,1,1,0,0,1,0,1,48.1481481481481,55.8558558558559,50,0,0.8,0,0.6,0.693147180559945,2.19722457733622
"2021-11-16","Zverev A.","Medvedev D.","Medvedev D.",3,2,2.5,1.53,"Hard Indoor",0,600,"Zverev A.",1.53,2.5,2,3,1,1,0,0,1,0,1,66.25,68.125,50,1,0.8,0,0.8,0.693147180559945,1.09861228866811
"2021-11-18","Medvedev D.","Sinner J.","Medvedev D.",2,11,1.4,2.75,"Hard Indoor",0,600,"Sinner J.",1.4,2.75,2,11,1,1,0,0,1,0,1,70.7317073170732,65.2173913043478,100,1,0.8,1,0.4,0.693147180559945,2.39789527279837
"2021-11-20","Ruud C.","Medvedev D.","Medvedev D.",8,2,5.5,1.14,"Hard Indoor",0,1000,"Ruud C.",1.14,5.5,2,8,1,1,0,0,1,0,1,50,63.9344262295082,100,1,0.8,1,0.6,0.693147180559945,2.07944154167984
"2021-11-21","Medvedev D.","Zverev A.","Zverev A.",2,3,1.53,2.5,"Hard Indoor",0,1500,"Zverev A.",1.53,2.5,2,3,0,1,0,0,1,0,0,66.2650602409639,68.1114551083591,55.5555555555556,1,0.8,1,0.6,0.693147180559945,1.09861228866811
"2022-01-18","Medvedev D.","Laaksonen H.","Medvedev D.",2,91,1.01,21,"Hard Outdoor",1,90,"Laaksonen H.",1.01,21,2,91,1,1,0,0,0,1,1,39.1304347826087,46.6666666666667,50,0,0.8,0,0.4,0.693147180559945,4.51085950651685
"2022-01-20","Kyrgios N.","Medvedev D.","Medvedev D.",115,2,5,1.16,"Hard Outdoor",1,90,"Kyrgios N.",1.16,5,2,115,1,1,0,0,0,1,1,66.4383561643836,65.2173913043478,0,1,0.8,1,0.2,0.693147180559945,4.74493212836325
"2022-01-22","Medvedev D.","Van De Zandschulp B.","Medvedev D.",2,57,1.03,15,"Hard Outdoor",1,180,"Van De Zandschulp B.",1.03,15,2,57,1,1,0,0,0,1,1,62.5,63.6363636363636,100,1,0.8,1,0.6,0.693147180559945,4.04305126783455
"2022-01-24","Medvedev D.","Cressy M.","Medvedev D.",2,70,1.03,15,"Hard Outdoor",1,360,"Cressy M.",1.03,15,2,70,1,1,0,0,0,1,1,65,66.6666666666667,50,1,0.8,1,0.8,0.693147180559945,4.24849524204936
"2022-01-26","Medvedev D.","Auger-Aliassime F.","Medvedev D.",2,9,1.12,6,"Hard Outdoor",1,720,"Auger-Aliassime F.",1.12,6,2,9,1,1,0,0,0,1,1,60.8695652173913,67.8571428571429,100,1,0.8,1,0.8,0.693147180559945,2.19722457733622
"2022-01-28","Medvedev D.","Tsitsipas S.","Medvedev D.",2,4,1.36,3.2,"Hard Outdoor",1,1200,"Tsitsipas S.",1.36,3.2,2,4,1,1,0,0,0,1,1,66.9565217391304,68.5185185185185,85.7142857142857,1,1,1,1,0.693147180559945,1.38629436111989
"2022-01-30","Medvedev D.","Nadal R.","Nadal R.",2,5,1.53,2.62,"Hard Outdoor",1,2000,"Nadal R.",1.53,2.62,2,5,0,1,0,0,0,1,0,80.5439330543933,88.2530120481928,50,1,1,1,1,0.693147180559945,1.6094379124341
"2022-02-23","Paire B.","Medvedev D.","Medvedev D.",49,2,10,1.06,"Hard Outdoor",0,90,"Paire B.",1.06,10,2,49,1,1,0,0,0,1,1,46.448087431694,46.3476070528967,100,0,0.8,0,0.2,0.693147180559945,3.89182029811063
"2022-02-24","Andujar P.","Medvedev D.","Medvedev D.",68,2,17,1.02,"Hard Outdoor",0,90,"Andujar P.",1.02,17,2,68,1,1,0,0,0,1,1,29.126213592233,41.4473684210526,100,1,0.8,1,0.6,0.693147180559945,4.21950770517611
"2022-02-24","Medvedev D.","Nishioka Y.","Medvedev D.",2,103,1.06,10,"Hard Outdoor",0,180,"Nishioka Y.",1.06,10,2,103,1,1,0,0,0,1,1,48.936170212766,48.7394957983193,50,1,0.8,1,0.4,0.693147180559945,4.63472898822964
"2022-02-26","Medvedev D.","Nadal R.","Nadal R.",2,5,1.66,2.2,"Hard Outdoor",0,300,"Nadal R.",1.66,2.2,2,5,0,1,0,0,0,1,0,80.7053941908714,81.908302354399,33.3333333333333,1,0.8,1,1,0.693147180559945,1.6094379124341
"2022-03-12","Medvedev D.","Machac T.","Medvedev D.",1,158,1.05,11,"Hard Outdoor",0,90,"Machac T.",1.05,11,1,158,1,1,0,0,0,1,1,40,50,50,0,0.6,1,0.6,0,5.06259503302697
"2022-03-14","Medvedev D.","Monfils G.","Monfils G.",1,28,1.12,6,"Hard Outdoor",0,180,"Monfils G.",1.12,6,1,28,0,1,0,0,0,1,0,66.7785234899329,63.7152777777778,50,1,0.8,1,0.6,0,3.3322045101752
"2022-03-26","Murray A.","Medvedev D.","Medvedev D.",85,2,6,1.12,"Hard Outdoor",0,90,"Murray A.",1.12,6,2,85,1,1,0,0,0,1,1,75.177304964539,73.0508474576271,100,0,0.6,1,0.6,0.693147180559945,4.44265125649032
"2022-03-28","Martinez P.","Medvedev D.","Medvedev D.",47,2,11,1.05,"Hard Outdoor",0,180,"Martinez P.",1.05,11,2,47,1,1,0,0,0,1,1,47.6190476190476,46.8085106382979,100,1,0.6,1,0.6,0.693147180559945,3.85014760171006
"2022-03-29","Brooksby J.","Medvedev D.","Medvedev D.",39,2,5,1.16,"Hard Outdoor",0,180,"Brooksby J.",1.16,5,2,39,1,1,0,0,0,1,1,65.2173913043478,72.4137931034483,50,1,0.6,1,0.8,0.693147180559945,3.66356164612965
"2022-03-31","Medvedev D.","Hurkacz H.","Hurkacz H.",2,10,1.25,4,"Hard Outdoor",0,360,"Hurkacz H.",1.25,4,2,10,0,1,0,0,0,1,0,62.3529411764706,56.3492063492063,66.6666666666667,1,0.8,1,0.8,0.693147180559945,2.30258509299405
"2022-05-17","Gasquet R.","Medvedev D.","Gasquet R.",75,2,3,1.4,"Clay",0,45,"Gasquet R.",1.4,3,2,75,0,1,0,1,0,0,0,62.6050420168067,62.1861152141802,66.6666666666667,0,0.6,1,0.6,0.693147180559945,4.31748811353631
"2022-05-24","Bagnis F.","Medvedev D.","Medvedev D.",103,2,7,1.1,"Clay",1,90,"Bagnis F.",1.1,7,2,103,1,1,0,1,0,0,1,31.5789473684211,29.4117647058824,50,0,0.6,0,0.2,0.693147180559945,4.63472898822964
"2022-05-26","Medvedev D.","Djere L.","Medvedev D.",2,56,1.36,3.2,"Clay",1,90,"Djere L.",1.36,3.2,2,56,1,1,0,1,0,0,1,61.0526315789474,29.1666666666667,50,1,0.6,1,0.6,0.693147180559945,4.02535169073515
"2022-05-28","Medvedev D.","Kecmanovic M.","Medvedev D.",2,31,1.66,2.2,"Clay",1,180,"Kecmanovic M.",1.66,2.2,2,31,1,1,0,1,0,0,1,53.6585365853659,52.1739130434783,50,1,0.6,1,0.6,0.693147180559945,3.43398720448515
"2022-05-30","Cilic M.","Medvedev D.","Cilic M.",23,2,3.75,1.28,"Clay",1,360,"Cilic M.",1.28,3.75,2,23,0,1,0,1,0,0,0,58.974358974359,71.1111111111111,100,1,0.6,1,0.8,0.693147180559945,3.13549421592915
"2022-06-09","Simon G.","Medvedev D.","Medvedev D.",134,2,10,1.06,"Grass",0,45,"Simon G.",1.06,10,2,134,1,1,1,0,0,0,1,54.6511627906977,56.3988095238095,0,0,0.6,0,0.4,0.693147180559945,4.89783979995091
"2022-06-10","Medvedev D.","Ivashka I.","Medvedev D.",2,49,1.2,4.5,"Grass",0,90,"Ivashka I.",1.2,4.5,2,49,1,1,1,0,0,0,1,64.2857142857143,52.6881720430108,100,1,0.8,1,0.6,0.693147180559945,3.89182029811063
"2022-06-11","Medvedev D.","Mannarino A.","Medvedev D.",2,70,1.22,4.33,"Grass",0,150,"Mannarino A.",1.22,4.33,2,70,1,1,1,0,0,0,1,58.4269662921348,45.8128078817734,25,1,0.8,1,0.6,0.693147180559945,4.24849524204936
"2022-06-12","Medvedev D.","Van Rijthoven T.","Van Rijthoven T.",2,205,1.14,5.5,"Grass",0,250,"Van Rijthoven T.",1.14,5.5,2,205,0,1,1,0,0,0,0,100,80,50,1,0.8,1,0.8,0.693147180559945,5.32300997913841
"2022-06-15","Medvedev D.","Goffin D.","Medvedev D.",1,39,1.2,4.5,"Grass",0,90,"Goffin D.",1.2,4.5,1,39,1,1,1,0,0,0,1,56.0975609756098,56.7204301075269,66.6666666666667,0,0.6,0,0.6,0,3.66356164612965
"2022-06-16","Ivashka I.","Medvedev D.","Medvedev D.",42,1,5,1.16,"Grass",0,90,"Ivashka I.",1.16,5,1,42,1,1,1,0,0,0,1,62.5,52.6315789473684,100,1,0.8,1,0.6,0,3.73766961828337
"2022-06-17","Medvedev D.","Bautista Agut R.","Medvedev D.",1,20,1.33,3.4,"Grass",0,180,"Bautista Agut R.",1.33,3.4,1,20,1,1,1,0,0,0,1,70.9677419354839,62.7615062761506,0,1,0.8,1,0.6,0,2.99573227355399
"2022-06-18","Otte O.","Medvedev D.","Medvedev D.",51,1,5.5,1.14,"Grass",0,300,"Otte O.",1.14,5.5,1,51,1,1,1,0,0,0,1,75,51.5151515151515,50,1,0.8,1,0.8,0,3.93182563272433
"2022-06-19","Medvedev D.","Hurkacz H.","Hurkacz H.",1,12,1.4,3,"Grass",0,500,"Hurkacz H.",1.4,3,1,12,0,1,1,0,0,0,0,61.9047619047619,57.7464788732394,50,1,0.8,1,0.8,0,2.484906649788
"2022-06-22","Karatsev A.","Medvedev D.","Medvedev D.",43,1,6,1.12,"Grass",0,45,"Karatsev A.",1.12,6,1,43,1,1,1,0,0,0,1,40,50,0,0,0.8,1,0.2,0,3.76120011569356
