"Match_Importance","Rank_Med","Rank_Opp","Log_Rank_Med","Log_Rank_Opp","Five_Set","Hard","Grass","Clay","Indoor","Opp_Set_Perc","Opp_Court_Perc","H2H_Med","Pre_Med","Pre5_Med","Pre_Opp","Pre5_Opp","Odd_Med","Odd_Opp","Odd_Pred","Odd_Acc","Win"
90,5,45,1.6094379124341,3.80666248977032,0,0,0,1,0,48.4662576687117,47.887323943662,50,1,1,1,0.8,1.33,3.4,1,1,1
180,5,16,1.6094379124341,2.77258872223978,0,0,0,1,0,68.0555555555556,72.4137931034483,54.5454545454545,1,1,1,0.6,1.57,2.38,1,1,1
360,5,9,1.6094379124341,2.19722457733622,0,0,0,1,0,56.578947368421,51.6129032258064,50,1,1,1,0.6,2.1,1.73,0,1,0
90,3,164,1.09861228866811,5.0998664278242,0,0,0,1,0,57.1428571428571,60,50,0,0.8,1,0.6,1.11,6.5,1,1,1
180,3,96,1.09861228866811,4.56434819146784,0,0,0,1,0,37.5,60,50,1,0.8,1,0.6,1.13,6,1,1,1
180,3,121,1.09861228866811,4.79579054559674,0,0,0,1,0,47.0588235294118,51.4285714285714,50,1,0.8,1,0.8,1.29,3.75,1,0,0
90,3,43,1.09861228866811,3.76120011569356,0,0,0,1,0,51.219512195122,41.3793103448276,100,0,0.6,1,0.6,1.4,3,1,1,1
180,3,38,1.09861228866811,3.63758615972639,0,0,0,1,0,43.6363636363636,53.4883720930233,50,1,0.6,1,0.8,1.22,4.33,1,1,1
180,3,22,1.09861228866811,3.09104245335832,0,0,0,1,0,67.7595628415301,71.523178807947,58.3333333333333,1,0.8,1,0.6,1.67,2.2,1,1,1
360,3,101,1.09861228866811,4.61512051684126,0,0,0,1,0,56.0606060606061,59.6153846153846,50,1,0.8,1,0.8,1.4,3,1,1,1
600,3,5,1.09861228866811,1.6094379124341,0,0,0,1,0,66.8965517241379,75,70,1,0.8,1,0.8,2.3,1.62,0,0,1
1000,3,7,1.09861228866811,1.94591014905531,0,0,0,1,0,61.1111111111111,62.2222222222222,0,1,1,1,1,1.91,1.91,1,1,1
