"Match_Importance","Rank_Djo","Rank_Opp","Log_Rank_Djo","Log_Rank_Opp","Five_Set","Hard","Grass","Clay","Indoor","Opp_Set_Perc","Opp_Court_Perc","H2H_Djo","Pre_Djo","Pre5_Djo","Pre_Opp","Pre5_Opp","Odd_Djo","Odd_Opp","Odd_Pred","Odd_Acc","Win"
90,1,94,0,4.54329478227,0,1,0,0,0,25,36.8421052631579,50,1,0.8,0,0.4,1.11,6.5,1,1,1
90,1,133,0,4.89034912822175,0,1,0,0,0,31.25,28.8135593220339,50,1,0.8,1,0.2,1.04,13,1,1,1
180,1,24,0,3.17805383034795,0,1,0,0,0,53.2934131736527,50.6024096385542,100,1,1,1,0.6,1.14,5.5,1,1,1
300,1,15,0,2.70805020110221,0,1,0,0,0,58.0327868852459,60.4938271604938,85.7142857142857,1,1,1,0.6,1.14,5.5,1,1,1
500,1,80,0,4.38202663467388,0,1,0,0,0,44.1441441441441,45.7831325301205,100,1,1,1,0.8,1.05,11,1,1,1
90,1,36,0,3.58351893845611,0,1,0,0,0,52.8301886792453,61.8421052631579,100,1,1,1,0.6,1.1,7,1,1,1
180,1,17,0,2.83321334405622,0,1,0,0,0,62.6204238921002,66.5775401069519,77.7777777777778,1,1,1,0.8,1.11,6.5,1,1,1
360,1,7,0,1.94591014905531,0,1,0,0,0,60.8333333333333,60.6060606060606,50,1,1,1,0.8,1.14,5.5,1,0,0
90,1,97,0,4.57471097850338,0,0,0,0,1,23.5294117647059,33.3333333333333,50,0,0.8,1,0.2,1.03,15,1,1,1
180,1,75,0,4.31748811353631,0,0,0,0,1,49.3421052631579,68.4210526315789,80,1,0.8,1,0.4,1.1,7,1,1,1
360,1,7,0,1.94591014905531,0,0,0,0,1,61.71875,60,33.3333333333333,1,0.8,1,0.8,1.3,3.5,1,1,1
600,1,27,0,3.29583686600433,0,0,0,0,1,58.9147286821705,62.2448979591837,88.8888888888889,1,0.8,1,0.8,1.12,6,1,1,1
1000,1,28,0,3.3322045101752,0,0,0,0,1,54.7826086956522,53.8461538461538,100,1,0.8,1,0.8,1.12,6,1,1,1
90,2,37,0.693147180559945,3.61091791264422,1,1,0,0,0,37.5,42.1052631578947,100,1,1,0,0.6,1.01,23,1,1,1
90,2,146,0.693147180559945,4.98360662170834,1,1,0,0,0,20,27.906976744186,50,1,1,1,0.2,1.005,29,1,1,1
180,2,71,0.693147180559945,4.26267987704132,1,1,0,0,0,36.3636363636364,54.7945205479452,50,1,1,1,0.6,1.01,23,1,1,1
360,2,14,0.693147180559945,2.63905732961526,1,1,0,0,0,60.377358490566,55.6701030927835,100,1,1,1,0.6,1.04,13,1,1,1
720,2,35,0.693147180559945,3.55534806148941,1,1,0,0,0,74.1379310344828,70.0854700854701,100,1,1,1,0.8,1.12,6,1,1,1
1200,2,3,0.693147180559945,1.09861228866811,1,1,0,0,0,86.1904761904762,85.1913477537438,55.5555555555556,1,1,1,1,1.11,6.5,1,1,1
2000,2,5,0.693147180559945,1.6094379124341,1,1,0,0,0,73.75,62.8787878787879,66.6666666666667,1,1,1,1,1.25,4,1,1,1
90,1,260,0,5.56068163101553,0,1,0,0,0,41.4634146341463,43,100,1,1,0,0,1,51,1,1,1
90,1,80,0,4.38202663467388,0,1,0,0,0,56.2189054726368,54.1176470588235,84.6153846153846,1,1,1,0.4,1.02,19,1,1,1
180,1,17,0,2.83321334405622,0,1,0,0,0,52.760736196319,53.0120481927711,50,1,1,1,0.6,1.07,9,1,1,1
300,1,9,0,2.19722457733622,0,1,0,0,0,64.2066420664207,66.4233576642336,100,1,1,1,1,1.11,6.5,1,1,1
500,1,6,0,1.79175946922805,0,1,0,0,0,63.3093525179856,62.1621621621622,50,1,1,1,1,1.3,3.5,1,1,1
90,1,72,0,4.27666611901606,0,1,0,0,0,42.5675675675676,42.6966292134831,100,1,1,1,0.6,1.07,9,1,1,1
180,1,55,0,4.00733318523247,0,1,0,0,0,36.3636363636364,45.6521739130435,100,1,1,1,0.6,1.16,5,1,1,1
360,1,34,0,3.52636052461616,0,1,0,0,0,47.0588235294118,44.578313253012,100,1,1,1,0.8,1.14,5.5,1,1,1
600,1,12,0,2.484906649788,0,1,0,0,0,65.1685393258427,70.1923076923077,62.5,1,1,1,0.6,1.2,4.5,1,1,1
1000,1,30,0,3.40119738166216,0,1,0,0,0,67.3024523160763,70.4918032786885,100,1,1,1,1,1.36,3.2,1,1,1
90,1,109,0,4.69134788222914,1,1,0,0,0,37.8378378378378,42.8571428571429,100,1,1,0,0,1.01,26,1,1,1
90,1,44,0,3.78418963391826,1,1,0,0,0,54.7619047619048,50,83.3333333333333,1,1,1,0.6,1.03,15,1,1,1
180,1,29,0,3.36729582998647,1,1,0,0,0,39.5348837209302,45.3488372093023,100,1,1,1,0.8,1.05,11,1,1,1
90,1,87,0,4.46590811865458,0,0,0,1,0,38.8888888888889,54.5454545454545,100,1,1,1,0.6,1.04,13,1,1,1
180,1,29,0,3.36729582998647,0,0,0,1,0,55.1724137931034,54.8387096774194,50,1,1,1,0.8,1.16,5,1,1,1
360,1,97,0,4.57471097850338,0,0,0,1,0,45.4545454545455,75,50,1,1,1,0.6,1.03,15,1,1,1
600,1,34,0,3.52636052461616,0,0,0,1,0,52.6315789473684,64.5833333333333,50,1,1,1,0.8,1.16,5,1,1,1
1000,1,15,0,2.70805020110221,0,0,0,1,0,54.2452830188679,56.9105691056911,100,1,1,1,0.8,1.16,5,1,1,1
90,1,80,0,4.38202663467388,1,0,0,1,0,40,37.5,50,1,1,0,0.4,1.01,23,1,1,1
180,1,153,0,5.03043792139244,1,0,0,1,0,100,100,50,1,1,1,0.4,1.005,34,1,1,1
360,1,16,0,2.77258872223978,1,0,0,1,0,66.6666666666667,57.6271186440678,66.6666666666667,1,1,1,0.8,1.04,13,1,1,1
720,1,18,0,2.89037175789616,1,0,0,1,0,72.9166666666667,62.3529411764706,100,1,1,1,0.8,1.06,10,1,1,1
1200,1,6,0,1.79175946922805,1,0,0,1,0,62.5,68.75,60,1,1,1,0.8,1.33,3.4,1,1,1
2000,1,2,0,0.693147180559945,1,0,0,1,0,88.2165605095541,91.3525498891353,56,1,1,1,1,2.1,1.72,0,1,0
90,1,30,0,3.40119738166216,0,0,0,0,1,54.2372881355932,58,100,0,0.8,0,0.4,1.08,8,1,1,1
90,1,24,0,3.17805383034795,0,0,0,0,1,54.1284403669725,47.5,100,1,0.8,1,0.8,1.12,6,1,1,1
180,1,42,0,3.73766961828337,0,0,0,0,1,45.7627118644068,50,50,1,0.8,1,0.6,1.03,15,1,0,0
600,1,9,0,2.19722457733622,0,0,0,0,1,54.5454545454545,62.8571428571429,100,0,0.6,0,0.6,1.12,6,1,1,1
600,1,4,0,1.38629436111989,0,0,0,0,1,65.5555555555556,67.8571428571429,50,1,0.6,1,1,1.4,2.75,1,0,0
600,1,7,0,1.94591014905531,0,0,0,0,1,66.9039145907473,65.2173913043478,60,0,0.6,1,0.6,1.33,3.25,1,1,1
1000,1,3,0,1.09861228866811,0,0,0,0,1,63.3540372670807,56.1643835616438,70,1,0.6,0,0.6,1.57,2.25,1,0,0
90,1,61,0,4.11087386417331,1,1,0,0,0,50,47.7064220183486,100,0,0.4,0,0.6,1.01,26,1,1,1
180,1,31,0,3.43398720448515,1,1,0,0,0,46.875,50.9090909090909,100,1,0.6,1,0.6,1.01,21,1,1,1
360,1,14,0,2.63905732961526,1,1,0,0,0,73.7704918032787,70.4,100,1,0.6,1,0.8,1.44,2.75,1,1,1
720,1,7,0,1.94591014905531,1,1,0,0,0,70.4225352112676,68.3453237410072,66.6666666666667,1,0.8,1,0.8,1.57,2.37,1,1,1
1200,1,114,0,4.7361984483945,1,1,0,0,0,100,83.3333333333333,50,1,0.8,1,1,1.07,9,1,1,1
2000,1,4,0,1.38629436111989,1,1,0,0,0,70.4545454545455,74.1071428571429,40,1,1,1,1,1.83,2,1,1,1
90,1,22,0,3.09104245335832,0,0,0,1,0,65.4545454545455,61.1111111111111,50,1,1,1,0.8,1.33,3.4,1,1,1
180,1,33,0,3.49650756146648,0,0,0,1,0,50,28.5714285714286,50,1,1,1,0.4,1.05,11,1,0,0
45,1,85,0,4.44265125649032,0,0,0,1,0,56.25,50,50,0,0.8,1,0.6,1.01,21,1,1,1
90,1,47,0,3.85014760171006,0,0,0,1,0,54.0540540540541,55.5555555555556,50,1,0.8,1,0.6,1.05,11,1,1,1
150,1,28,0,3.3322045101752,0,0,0,1,0,54.1666666666667,75,100,1,0.8,1,0.6,1.12,6,1,0,0
90,1,31,0,3.43398720448515,0,0,0,1,0,50,47.0588235294118,100,0,0.6,1,0.4,1.11,6.5,1,1,1
180,1,48,0,3.87120101090789,0,0,0,1,0,55.5555555555556,52,50,1,0.6,1,0.6,1.16,5,1,1,1
360,1,5,0,1.6094379124341,0,0,0,1,0,64.4808743169399,70.9677419354839,66.6666666666667,1,0.8,1,0.6,1.57,2.37,1,1,1
600,1,33,0,3.49650756146648,0,0,0,1,0,51.1904761904762,51.063829787234,0,1,0.8,1,0.8,1.16,5,1,1,1
1000,1,3,0,1.09861228866811,0,0,0,1,0,81.8295739348371,91.220556745182,54.9019607843137,1,0.8,1,0.8,2.62,1.5,0,1,0
45,1,253,0,5.53338948872752,0,0,0,1,0,50,100,50,0,0.8,1,0.2,1.01,26,1,1,1
90,1,96,0,4.56434819146784,0,0,0,1,0,44,54.5454545454545,50,1,0.8,1,0.6,1.02,19,1,1,1
150,1,119,0,4.77912349311153,0,0,0,1,0,45.5414012738853,50.4273504273504,50,1,0.8,1,0.6,1.02,19,1,1,1
250,1,255,0,5.54126354515843,0,0,0,1,0,66.6666666666667,100,50,1,0.8,1,0.8,1.02,19,1,1,1
90,1,92,0,4.52178857704904,1,0,0,1,0,39.6551724137931,55.8951965065502,50,1,0.8,1,0.6,1.02,19,1,1,1
720,1,9,0,2.19722457733622,1,0,0,1,0,68.5714285714286,70.6896551724138,50,1,1,1,0.8,1.16,5,1,1,1
1200,1,3,0,1.09861228866811,1,0,0,1,0,88.3076923076923,91.3319238900634,53.8461538461538,1,1,1,1,3,1.4,0,0,1
2000,1,5,0,1.6094379124341,1,0,0,1,0,68.1818181818182,73.972602739726,71.4285714285714,1,1,1,1,1.4,3,1,1,1
90,1,253,0,5.53338948872752,1,0,1,0,0,0,66.6666666666667,50,1,1,0,0.4,1.01,26,1,1,1
90,1,102,0,4.62497281328427,1,0,1,0,0,63.2478632478632,60,88.8888888888889,1,1,1,0.6,1.02,19,1,1,1
180,1,114,0,4.7361984483945,1,0,1,0,0,37.8378378378378,53.3333333333333,100,1,1,1,0.6,1.02,19,1,1,1
360,1,20,0,2.99573227355399,1,0,1,0,0,54.5454545454545,50,50,1,1,1,0.8,1.01,21,1,1,1
720,1,48,0,3.87120101090789,1,0,1,0,0,55.5555555555556,44.4444444444444,100,1,1,1,0.8,1.03,15,1,1,1
1200,1,12,0,2.484906649788,1,0,1,0,0,60,50,100,1,1,1,0.8,1.08,8,1,1,1
2000,1,9,0,2.19722457733622,1,0,1,0,0,71.4285714285714,82.1428571428571,100,1,1,1,1,1.22,4.5,1,1,1
90,1,145,0,4.97673374242057,1,1,0,0,0,0,0,50,1,1,0,0.4,1.01,23,1,1,1
90,1,121,0,4.79579054559674,1,1,0,0,0,33.3333333333333,50,50,1,1,1,0.4,1.01,26,1,1,1
180,1,56,0,4.02535169073515,1,1,0,0,0,71.5384615384615,68,88.2352941176471,1,1,1,0.8,1.03,15,1,1,1
360,1,99,0,4.59511985013459,1,1,0,0,0,57.1428571428571,66.6666666666667,50,1,1,1,0.6,1.03,15,1,1,1
720,1,8,0,2.07944154167984,1,1,0,0,0,72.3404255319149,57.1428571428571,100,1,1,1,0.8,1.1,7,1,1,1
1200,1,4,0,1.38629436111989,1,1,0,0,0,72.0930232558139,70.1298701298701,71.4285714285714,1,1,1,1,1.4,3,1,1,1
2000,1,2,0,0.693147180559945,1,1,0,0,0,72.8813559322034,75.7575757575758,50,1,1,1,1,1.4,3,1,0,0
90,1,40,0,3.68887945411394,0,0,0,0,1,48.9208633093525,55.5555555555556,100,0,0.8,1,0.6,1.08,8,1,1,1
360,1,26,0,3.25809653802148,0,0,0,0,1,52.0408163265306,56.25,100,1,0.8,1,0.8,1.22,4.33,1,1,1
600,1,10,0,2.30258509299405,0,0,0,0,1,56.3636363636364,50,100,1,0.8,1,0.6,1.16,5,1,1,1
1000,1,2,0,0.693147180559945,0,0,0,0,1,68.2027649769585,72.0588235294118,42.8571428571429,1,0.8,1,0.8,2,1.8,0,0,1
600,1,8,0,2.07944154167984,0,0,0,0,1,63.8655462184874,46.1538461538462,100,1,0.8,0,0.6,1.11,6.5,1,1,1
600,1,5,0,1.6094379124341,0,0,0,0,1,60.2870813397129,59.0163934426229,50,1,1,1,0.4,1.22,4.33,1,1,1
600,1,12,0,2.484906649788,0,0,0,0,1,56.25,40.9090909090909,50,1,1,0,0.4,1.14,5.5,1,1,1
1000,1,3,0,1.09861228866811,0,0,0,0,1,68.0124223602485,65.8536585365854,75,1,1,1,0.6,1.4,3,1,0,0
90,1,58,0,4.06044301054642,0,1,0,0,0,52.2727272727273,47.3684210526316,50,0,0.8,0,0.6,1.06,10,1,1,1
90,1,26,0,3.25809653802148,0,1,0,0,0,53.448275862069,56.4516129032258,75,1,0.8,1,0.8,1.12,6,1,1,1
180,1,123,0,4.81218435537242,0,1,0,0,0,48.5576923076923,46,0,1,0.8,1,0.6,1.05,11,1,0,0
90,1,46,0,3.8286413964891,0,0,0,1,0,48.6111111111111,54.5454545454545,100,0,0.6,1,0.4,1.16,5,1,0,0
45,1,50,0,3.91202300542815,0,0,0,1,0,51.1111111111111,61.5384615384615,50,0,0.4,1,0.6,1.14,5.5,1,1,1
90,1,38,0,3.63758615972639,0,0,0,1,0,51.8518518518518,51.6129032258064,100,1,0.6,1,0.8,1.53,2.5,1,1,1
150,1,26,0,3.25809653802148,0,0,0,1,0,52.7426160337553,54.7945205479452,80,1,0.6,1,0.2,1.25,4,1,1,1
250,1,8,0,2.07944154167984,0,0,0,1,0,62.1276595744681,62.2950819672131,100,1,0.6,1,0.8,1.4,3,1,0,0
90,1,21,0,3.04452243772342,0,0,0,1,0,63.6833046471601,60.5911330049261,100,0,0.6,1,0.6,1.2,4.5,1,1,1
360,1,14,0,2.63905732961526,0,0,0,1,0,57.7777777777778,48.1481481481481,100,1,0.8,1,0.8,1.3,3.5,1,1,1
600,1,9,0,2.19722457733622,0,0,0,1,0,72.4137931034483,75.8620689655172,50,1,0.8,1,1,1.72,2.1,1,0,0
90,1,35,0,3.55534806148941,0,0,0,1,0,51.5151515151515,52.6315789473684,50,0,0.6,1,0.2,1.08,8,1,1,1
180,1,361,0,5.88887795833288,0,0,0,1,0,60.7843137254902,65.7794676806084,80,1,0.6,1,0.4,1.07,9,1,1,1
360,1,9,0,2.19722457733622,0,0,0,1,0,58.2278481012658,51.0204081632653,50,1,0.8,1,0.8,1.16,5,1,1,1
600,1,10,0,2.30258509299405,0,0,0,1,0,65.0684931506849,71.5686274509804,100,1,0.8,1,0.6,1.2,4.5,1,1,1
1000,1,5,0,1.6094379124341,0,0,0,1,0,66.6666666666667,75,75,1,0.8,1,0.8,1.44,2.75,1,1,1
90,1,99,0,4.59511985013459,1,0,0,1,0,33.3333333333333,35.7142857142857,100,1,1,0,0.4,1.01,26,1,1,1
90,1,38,0,3.63758615972639,1,0,0,1,0,66.6666666666667,75,100,1,1,1,0.8,1.03,15,1,1,1
180,1,195,0,5.27299955856375,1,0,0,1,0,36.1702127659575,50,100,1,1,1,0.6,1.01,21,1,1,1
360,1,16,0,2.77258872223978,1,0,0,1,0,64.1975308641975,60.3448275862069,100,1,1,1,0.8,1.07,9,1,1,1
720,1,5,0,1.6094379124341,1,0,0,1,0,88.4272997032641,90.8902691511387,54.7169811320755,1,1,1,0.8,1.44,2.75,1,0,0
90,3,81,1.09861228866811,4.39444915467244,1,0,1,0,0,31.25,42.8571428571429,100,0,0.8,0,0.2,1.005,34,1,1,1
90,3,79,1.09861228866811,4.36944785246702,1,0,1,0,0,41.1764705882353,44.4444444444444,100,1,0.8,1,0.6,1.02,17,1,1,1
180,3,30,1.09861228866811,3.40119738166216,1,0,1,0,0,53.8461538461538,56.25,100,1,0.8,1,0.4,1.02,17,1,1,1
360,3,104,1.09861228866811,4.64439089914137,1,0,1,0,0,100,100,50,1,0.8,1,1,1.05,11,1,1,1
720,3,13,1.09861228866811,2.56494935746154,1,0,1,0,0,70.9677419354839,50,100,1,0.8,1,0.8,1.11,6.5,1,1,1
1200,3,12,1.09861228866811,2.484906649788,1,0,1,0,0,48.5714285714286,56.6666666666667,100,1,1,1,1,1.06,10,1,1,1
2000,3,40,1.09861228866811,3.68887945411394,1,0,1,0,0,66.6666666666667,71.1111111111111,0,1,1,1,1,1.28,3.75,1,1,1
45,7,115,1.94591014905531,4.74493212836325,0,0,0,0,1,41.2140575079872,27.2727272727273,100,1,1,1,0.4,1.03,15,1,1,1
90,7,149,1.94591014905531,5.00394630594546,0,0,0,0,1,43.7209302325581,52.1739130434783,100,1,1,1,0.6,1.06,10,1,1,1
150,7,104,1.94591014905531,4.64439089914137,0,0,0,0,1,61.5384615384615,63.6363636363636,50,1,1,1,0.8,1.06,10,1,1,1
250,7,16,1.94591014905531,2.77258872223978,0,0,0,0,1,61.1111111111111,65.8064516129032,88.8888888888889,1,1,1,0.8,1.25,4,1,1,1
90,7,81,1.94591014905531,4.39444915467244,0,0,0,0,1,51.4285714285714,44.4444444444444,100,1,1,0,0.2,1.05,11,1,1,1
90,7,34,1.94591014905531,3.52636052461616,0,0,0,0,1,57.6271186440678,60,50,1,1,1,0.6,1.08,8,1,1,1
180,7,18,1.94591014905531,2.89037175789616,0,0,0,0,1,53.0769230769231,53.5211267605634,83.3333333333333,1,1,1,0.8,1.12,6,1,1,1
500,7,6,1.94591014905531,1.79175946922805,0,0,0,0,1,67.1875,61.9047619047619,77.7777777777778,1,1,1,0.8,1.25,4,1,1,1
90,7,34,1.94591014905531,3.52636052461616,0,0,0,0,1,50,36.3636363636364,50,1,1,1,0.4,1.06,10,1,1,1
180,7,19,1.94591014905531,2.94443897916644,0,0,0,0,1,53.0075187969925,53.2467532467532,85.7142857142857,1,1,1,0.6,1.08,8,1,1,1
360,7,23,1.94591014905531,3.13549421592915,0,0,0,0,1,57.6470588235294,54.5454545454545,100,1,1,1,0.8,1.11,6.5,1,1,1
600,7,5,1.94591014905531,1.6094379124341,0,0,0,0,1,67.2932330827068,63.013698630137,80,1,1,1,0.8,1.2,4.5,1,1,1
1000,7,18,1.94591014905531,2.89037175789616,0,0,0,0,1,54.0983606557377,79.1666666666667,100,1,1,1,0.8,1.25,4,1,0,0
600,8,3,2.07944154167984,1.09861228866811,0,0,0,0,1,67.0411985018727,62.1621621621622,81.8181818181818,0,0.8,0,0.6,1.33,3.4,1,1,1
600,8,7,2.07944154167984,1.94591014905531,0,0,0,0,1,62.406015037594,63.0952380952381,50,1,0.8,1,0.6,1.3,3.5,1,1,1
600,8,5,2.07944154167984,1.6094379124341,0,0,0,0,1,68.4210526315789,70.9302325581395,50,1,0.8,0,0.4,1.33,3.4,1,1,1
1000,8,9,2.07944154167984,2.19722457733622,0,0,0,0,1,55.5555555555556,54.5454545454545,100,1,0.8,1,0.6,1.22,4.33,1,1,1
1500,8,4,2.07944154167984,1.38629436111989,0,0,0,0,1,64.5348837209302,50,100,1,0.8,1,0.6,1.22,4.33,1,1,1
45,5,65,1.6094379124341,4.17438726989564,0,1,0,0,0,43.75,66.6666666666667,50,1,1,0,0.4,1.03,17,1,1,1
45,5,64,1.6094379124341,4.15888308335967,0,1,0,0,0,25.9259259259259,30,100,1,1,1,0.2,1.03,15,1,1,1
90,5,18,1.6094379124341,2.89037175789616,0,1,0,0,0,54.5871559633027,60.8695652173913,100,1,1,1,0.6,1.14,5.5,1,1,1
150,5,7,1.6094379124341,1.94591014905531,0,1,0,0,0,68.4014869888476,76.1904761904762,55.5555555555556,1,1,1,0.4,1.53,2.5,1,1,1
250,5,33,1.6094379124341,3.49650756146648,0,1,0,0,0,61.1111111111111,60.8695652173913,50,1,1,1,0.6,1.14,5.5,1,1,1
90,5,75,1.6094379124341,4.31748811353631,1,1,0,0,0,33.3333333333333,35.1351351351351,100,1,1,0,0.4,1.01,29,1,1,1
90,5,191,1.6094379124341,5.25227342804663,1,1,0,0,0,40,50,50,1,1,1,0.2,1.01,29,1,1,1
180,5,28,1.6094379124341,3.3322045101752,1,1,0,0,0,62.280701754386,59.7826086956522,90,1,1,1,0.8,1.2,4.5,1,1,1
360,5,24,1.6094379124341,3.17805383034795,1,1,0,0,0,58.8235294117647,61.5384615384615,50,1,1,1,0.8,1.2,4.5,1,1,1
720,5,6,1.6094379124341,1.79175946922805,1,1,0,0,0,68.2539682539683,63.2258064516129,66.6666666666667,1,1,1,0.8,1.11,6.5,1,1,1
1200,5,35,1.6094379124341,3.55534806148941,1,1,0,0,0,55.1724137931034,54.8387096774194,50,1,1,1,1,1.05,11,1,1,1
2000,5,4,1.6094379124341,1.38629436111989,1,1,0,0,0,69.5652173913043,67.3913043478261,83.3333333333333,1,1,1,1,1.2,4.8,1,1,1
90,1,130,0,4.86753445045558,0,1,0,0,0,33.3333333333333,22.2222222222222,50,1,1,0,0.2,1.05,11,1,1,1
90,1,39,0,3.66356164612965,0,1,0,0,0,47.1698113207547,58.3333333333333,100,1,1,1,0.6,1.06,10,1,1,1
180,1,11,0,2.39789527279837,0,1,0,0,0,59.6491228070175,62.7450980392157,100,1,1,1,1,1.1,7,1,1,1
300,1,7,0,1.94591014905531,0,1,0,0,0,69.5035460992908,76.536312849162,60,1,1,1,1,1.44,2.75,1,0,0
90,1,198,0,5.28826703069454,0,0,0,1,0,50,50,50,0,0.8,1,0.2,1.02,19,1,1,1
180,1,21,0,3.04452243772342,0,0,0,1,0,55.7894736842105,65.9574468085106,100,1,0.8,1,0.6,1.17,5,1,0,0
45,1,87,0,4.46590811865458,0,0,0,1,0,33.3333333333333,66.6666666666667,50,0,0.6,1,0.4,1.06,10,1,1,1
90,1,70,0,4.24849524204936,0,0,0,1,0,42.2939068100358,48.4662576687117,100,1,0.6,1,0.6,1.08,8,1,0,0
90,1,61,0,4.11087386417331,0,0,0,1,0,41.1764705882353,44,50,0,0.4,1,0.6,1.11,6.5,1,1,1
180,1,33,0,3.49650756146648,0,0,0,1,0,58.4867075664622,57.5539568345324,90.9090909090909,1,0.6,1,0.6,1.14,5.5,1,1,1
180,1,13,0,2.56494935746154,0,0,0,1,0,61.1607142857143,62.8571428571429,100,1,0.6,1,0.6,1.17,5,1,1,1
360,1,7,0,1.94591014905531,0,0,0,1,0,60.2272727272727,60.4651162790698,50,1,0.8,1,0.8,1.33,3.4,1,0,0
