"Match_Importance","Rank_Djo","Rank_Opp","Log_Rank_Djo","Log_Rank_Opp","Five_Set","Hard","Grass","Clay","Indoor","Opp_Set_Perc","Opp_Court_Perc","H2H_Djo","Pre_Djo","Pre5_Djo","Pre_Opp","Pre5_Opp","Odd_Djo","Odd_Opp","Odd_Pred","Odd_Acc","Win"
90,3,81,1.09861228866811,4.39444915467244,1,1,0,0,0,60,50,100,1,0.6,1,0.6,1.01,15,1,1,1
360,3,14,1.09861228866811,2.63905732961526,1,1,0,0,0,56.140350877193,48.6842105263158,50,1,0.6,1,0.8,1.06,8,1,1,1
720,3,6,1.09861228866811,1.79175946922805,1,1,0,0,0,67.816091954023,62.7329192546584,75,1,0.8,1,0.8,1.28,3.75,1,1,1
1200,3,2,1.09861228866811,0.693147180559945,1,1,0,0,0,87.8048780487805,86.053412462908,31.25,1,0.8,1,1,2.87,1.4,0,0,1
2000,3,5,1.09861228866811,1.6094379124341,1,1,0,0,0,74.025974025974,75.625,57.1428571428571,1,1,1,1,1.61,2.4,1,1,1
90,3,27,1.09861228866811,3.29583686600433,0,1,0,0,0,51.0416666666667,40.4255319148936,50,1,1,0,0.6,1.07,7.5,1,1,1
90,3,41,1.09861228866811,3.71357206670431,0,1,0,0,0,48.1707317073171,50,100,1,1,0,0.4,1.04,10,1,1,1
180,3,38,1.09861228866811,3.63758615972639,0,1,0,0,0,49.1803278688525,47.0588235294118,50,1,1,1,0.6,1.04,10,1,1,1
500,3,2,1.09861228866811,0.693147180559945,0,1,0,0,0,83.4381551362683,85.9649122807018,35.2941176470588,1,1,1,0.8,2.5,1.53,0,0,1
90,3,39,1.09861228866811,3.66356164612965,0,1,0,0,0,36.8421052631579,24,50,1,1,1,0.2,1.03,11,1,1,1
180,3,34,1.09861228866811,3.52636052461616,0,1,0,0,0,48.3606557377049,50.6849315068493,75,1,1,1,0.4,1.06,8,1,1,1
180,3,18,1.09861228866811,2.89037175789616,0,1,0,0,0,54.6153846153846,56.4102564102564,85.7142857142857,1,1,1,0.6,1.08,7,1,1,1
360,3,21,1.09861228866811,3.04452243772342,0,1,0,0,0,63.0434782608696,60.2941176470588,75,1,1,1,0.8,1.07,7.5,1,1,1
600,3,2,1.09861228866811,0.693147180559945,0,1,0,0,0,83.402489626556,85.8789625360231,38.8888888888889,1,1,1,0.8,1.61,2.25,1,1,1
1000,3,1,1.09861228866811,0,0,1,0,0,0,81.6753926701571,79.2035398230089,36.8421052631579,1,1,1,1,1.72,2.1,1,1,1
90,2,54,0.693147180559945,3.98898404656427,0,1,0,0,0,47.2222222222222,43.9024390243902,100,1,1,1,0.4,1.03,11,1,1,1
180,2,173,0.693147180559945,5.15329159449778,0,1,0,0,0,63.7096774193548,67.4242424242424,100,1,1,1,0.6,1.01,15,1,1,1
180,2,17,0.693147180559945,2.83321334405622,0,1,0,0,0,54.8872180451128,56.7901234567901,87.5,1,1,1,0.8,1.04,10,1,1,1
360,2,40,0.693147180559945,3.68887945411394,0,1,0,0,0,52.3809523809524,56.8627450980392,0,1,1,1,0.8,1.02,12,1,1,1
600,2,15,0.693147180559945,2.70805020110221,0,1,0,0,0,59.9337748344371,60.2941176470588,100,1,1,1,0.8,1.07,8,1,1,1
1000,2,1,0.693147180559945,0,0,1,0,0,0,81.701030927835,79.3103448275862,40,1,1,1,1,2,1.8,0,0,1
45,2,182,0.693147180559945,5.2040066870768,0,0,0,1,0,50,50,50,1,1,1,0.4,1.01,15,1,1,1
90,2,85,0.693147180559945,4.44265125649032,0,0,0,1,0,42.8571428571429,41.6666666666667,50,1,1,1,0.6,1.005,21,1,1,1
250,2,37,0.693147180559945,3.61091791264422,0,0,0,1,0,48.9795918367347,47.2,100,1,1,1,0.8,1.04,11,1,1,1
90,2,35,0.693147180559945,3.55534806148941,0,0,0,1,0,52.112676056338,35.7142857142857,50,1,1,1,0.6,1.02,12,1,1,1
180,2,29,0.693147180559945,3.36729582998647,0,0,0,1,0,48.1171548117155,46.3414634146341,100,1,1,1,0.6,1.05,9,1,1,1
360,2,6,0.693147180559945,1.79175946922805,0,0,0,1,0,63.448275862069,67.9841897233202,62.5,1,1,1,0.8,1.3,3.5,1,1,1
600,2,36,0.693147180559945,3.58351893845611,0,0,0,1,0,51.4285714285714,59.7014925373134,100,1,1,1,0.8,1.08,7.5,1,1,1
1000,2,1,0.693147180559945,0,0,0,0,1,0,82.089552238806,92.9906542056075,42.8571428571429,1,1,1,1,3.6,1.28,0,0,1
90,2,141,0.693147180559945,4.94875989037817,0,0,0,1,0,37.1428571428571,41.8604651162791,100,1,1,1,0.6,1.01,21,1,1,1
180,2,14,0.693147180559945,2.63905732961526,0,0,0,1,0,56.6820276497696,60.8333333333333,85.7142857142857,1,1,1,0.4,1.05,9,1,1,1
360,2,5,0.693147180559945,1.6094379124341,0,0,0,1,0,62.6543209876543,57.1428571428571,83.3333333333333,1,1,1,0.8,1.16,5,1,1,1
600,2,4,0.693147180559945,1.38629436111989,0,0,0,1,0,71.7741935483871,56.8627450980392,62.5,1,1,1,0.8,1.16,5,1,1,1
1000,2,1,0.693147180559945,0,0,0,0,1,0,82.0638820638821,92.6940639269406,45.4545454545455,1,1,1,0.8,2.75,1.44,0,0,1
90,2,71,0.693147180559945,4.26267987704132,1,0,0,1,0,45.4545454545455,54.5454545454545,50,1,1,0,0.2,1.01,21,1,1,1
180,2,26,0.693147180559945,3.25809653802148,1,0,0,1,0,72.3404255319149,74.468085106383,100,1,1,1,1,1.12,5.5,1,1,1
360,2,16,0.693147180559945,2.77258872223978,1,0,0,1,0,59.0163934426229,62.7118644067797,80,1,1,1,0.8,1.04,10,1,1,1
1200,2,3,0.693147180559945,1.09861228866811,1,0,0,1,0,87.6984126984127,80.2197802197802,42.1052631578947,1,1,1,1,1.33,3.4,1,0,0
90,2,54,0.693147180559945,3.98898404656427,1,0,1,0,0,46.1538461538462,38.4615384615385,100,0,0.8,0,0.4,1.01,15,1,1,1
90,2,36,0.693147180559945,3.58351893845611,1,0,1,0,0,30.7692307692308,46.6666666666667,66.6666666666667,1,0.8,1,0.6,1.01,15,1,1,1
180,2,30,0.693147180559945,3.40119738166216,1,0,1,0,0,64.5161290322581,65,100,1,0.8,1,0.8,1.02,12,1,1,1
360,2,35,0.693147180559945,3.55534806148941,1,0,1,0,0,44.6428571428571,69.2307692307692,66.6666666666667,1,0.8,1,1,1.06,9,1,1,1
720,2,158,0.693147180559945,5.06259503302697,1,0,1,0,0,57.1428571428571,71.4285714285714,50,1,0.8,1,0.8,1.07,8,1,1,1
1200,2,19,0.693147180559945,2.94443897916644,1,0,1,0,0,76.271186440678,74.0740740740741,33.3333333333333,1,1,1,1,1.44,2.75,1,1,1
2000,2,1,0.693147180559945,0,1,0,1,0,0,88.6075949367088,85.4545454545455,47.8260869565217,1,1,1,1,2.3,1.66,0,0,1
90,1,30,0,3.40119738166216,0,1,0,0,0,61.6883116883117,64.5161290322581,75,1,1,1,0.4,1.05,11,1,1,1
180,1,29,0,3.36729582998647,0,1,0,0,0,60.2150537634409,64.4230769230769,100,1,1,1,0.8,1.1,7,1,1,1
360,1,7,0,1.94591014905531,0,1,0,0,0,61.5384615384615,60,100,1,1,1,0.8,1.07,9,1,1,1
1000,1,8,0,2.07944154167984,0,1,0,0,0,60.7476635514019,61.7511520737327,100,1,1,1,0.8,1.07,9,1,1,1
90,1,78,0,4.35670882668959,0,1,0,0,0,45.4545454545455,50,50,1,1,1,0.6,1.03,15,1,1,1
180,1,29,0,3.36729582998647,0,1,0,0,0,59.6439169139466,54.5454545454545,66.6666666666667,1,1,1,0.8,1.05,11,1,1,1
360,1,8,0,2.07944154167984,0,1,0,0,0,61.4406779661017,59.8290598290598,100,1,1,1,0.6,1.06,10,1,1,1
90,1,74,0,4.30406509320417,1,1,0,0,0,18.75,23.5294117647059,50,1,1,1,0.4,1.002,34,1,1,1
180,1,39,0,3.66356164612965,1,1,0,0,0,66.0550458715596,64.2857142857143,80,1,1,1,0.6,1.02,17,1,1,1
360,1,23,0,3.13549421592915,1,1,0,0,0,66.6666666666667,56.7567567567568,50,1,1,1,0.8,1.02,19,1,1,1
1200,1,3,0,1.09861228866811,1,1,0,0,0,87.5,85.3591160220994,40,1,1,1,1,1.53,2.5,1,1,1
2000,1,2,0,0.693147180559945,1,1,0,0,0,88.4146341463415,78.9256198347107,50,1,1,1,1,1.57,2.37,1,1,1
90,1,47,0,3.85014760171006,0,0,0,0,1,52.158273381295,47.9166666666667,0,1,1,0,0.6,1.04,13,1,1,1
90,1,64,0,4.15888308335967,0,0,0,0,1,38.2716049382716,38.4615384615385,100,1,1,1,0.2,1.02,17,1,1,1
180,1,59,0,4.07753744390572,0,0,0,0,1,55.8558558558559,61.1111111111111,100,1,1,1,0.6,1.05,11,1,1,1
300,1,32,0,3.46573590279973,0,0,0,0,1,55,61.1111111111111,100,1,1,1,0.8,1.05,11,1,0,0
90,1,39,0,3.66356164612965,0,0,0,0,1,55.7692307692308,61.1111111111111,100,0,0.8,1,0.4,1.25,3.75,1,1,1
180,1,19,0,2.94443897916644,0,0,0,0,1,54.320987654321,64.8648648648649,88.8888888888889,1,0.8,1,0.6,1.22,4,1,1,1
600,1,7,0,1.94591014905531,0,0,0,0,1,60.8150470219436,50.7692307692308,80,1,0.8,0,0.6,1.3,3.4,1,1,1
600,1,5,0,1.6094379124341,0,0,0,0,1,63.7744034707158,52.5423728813559,66.6666666666667,1,0.8,1,0.6,1.28,3.6,1,0,0
600,1,9,0,2.19722457733622,0,0,0,0,1,52.4271844660194,58.695652173913,100,0,0.6,0,0.4,1.3,3.5,1,0,0
90,1,109,0,4.69134788222914,1,1,0,0,0,0,10,100,0,0.6,0,0.4,1,67,1,1,1
90,1,56,0,4.02535169073515,1,1,0,0,0,23.0769230769231,44,100,1,0.6,1,0.6,1.002,34,1,1,1
180,1,81,0,4.39444915467244,1,1,0,0,0,34.375,37.2549019607843,100,1,0.6,1,0.6,1.002,34,1,1,1
360,1,181,0,5.19849703126583,1,1,0,0,0,74.1935483870968,71.6911764705882,80,1,0.6,1,0.4,1.01,21,1,1,1
720,1,5,0,1.6094379124341,1,1,0,0,0,67.5675675675676,64.3835616438356,60,1,0.8,1,1,1.1,8,1,1,1
1200,1,4,0,1.38629436111989,1,1,0,0,0,76,77.0833333333333,66.6666666666667,1,1,1,1,1.36,3.3,1,1,1
2000,1,2,0,0.693147180559945,1,1,0,0,0,88.3040935672515,78.8461538461538,52,1,1,1,1,1.66,2.3,1,1,1
90,1,72,0,4.27666611901606,0,1,0,0,0,50,0,50,1,1,0,0.4,1.01,26,1,1,1
90,1,74,0,4.30406509320417,0,1,0,0,0,47.6190476190476,50,100,1,1,0,0.4,1.01,26,1,1,1
180,1,9,0,2.19722457733622,0,1,0,0,0,53.7037037037037,53.6,66.6666666666667,1,1,1,0.8,1.1,7,1,1,1
300,1,4,0,1.38629436111989,0,1,0,0,0,73.8515901060071,77.0408163265306,70,1,1,1,0.8,1.33,3.4,1,0,0
90,1,145,0,4.97673374242057,0,1,0,0,0,32.4675324675325,29.7297297297297,100,0,0.8,1,0.6,1.01,23,1,1,1
180,1,30,0,3.40119738166216,0,1,0,0,0,55.3571428571429,58.4415584415584,75,1,0.8,1,1,1.04,13,1,1,1
180,1,45,0,3.80666248977032,0,1,0,0,0,42.6966292134831,30,100,1,0.8,1,0.8,1.01,26,1,1,1
360,1,12,0,2.484906649788,0,1,0,0,0,60.6349206349206,50.9803921568627,100,1,0.8,1,0.8,1.08,8,1,1,1
600,1,11,0,2.39789527279837,0,1,0,0,0,61.4035087719298,65.6716417910448,100,1,0.8,1,0.8,1.1,7,1,0,0
90,1,42,0,3.73766961828337,0,1,0,0,0,56.6666666666667,58.641975308642,100,0,0.8,1,0.6,1.07,9,1,1,1
180,1,27,0,3.29583686600433,0,1,0,0,0,54.0229885057471,53.921568627451,90,1,0.8,1,0.4,1.03,15,1,1,1
180,1,17,0,2.83321334405622,0,1,0,0,0,62.7388535031847,60,83.3333333333333,1,0.8,1,0.6,1.05,11,1,1,1
360,1,5,0,1.6094379124341,0,1,0,0,0,64.7302904564315,64.4444444444444,63.6363636363636,1,0.8,1,0.8,1.22,4.33,1,1,1
600,1,21,0,3.04452243772342,0,1,0,0,0,59.866220735786,46.8085106382979,100,1,0.8,1,0.8,1.05,11,1,1,1
1000,1,4,0,1.38629436111989,0,1,0,0,0,73.7024221453287,76.7326732673267,63.6363636363636,1,1,1,0.6,1.41,2.9,1,1,1
90,1,44,0,3.78418963391826,0,0,0,1,0,48.7719298245614,52.1739130434783,100,1,1,1,0.4,1.01,21,1,1,1
180,1,21,0,3.04452243772342,0,0,0,1,0,51.8867924528302,54.7619047619048,100,1,1,1,0.6,1.08,8,1,1,1
360,1,55,0,4.00733318523247,0,0,0,1,0,46.3917525773196,54.5454545454545,100,1,1,1,0.6,1.04,13,1,1,1
600,1,7,0,1.94591014905531,0,0,0,1,0,61.58357771261,60.8695652173913,83.3333333333333,1,1,1,0.8,1.28,3.75,1,1,1
1000,1,2,0,0.693147180559945,0,0,0,1,0,81.2217194570136,92.6406926406926,53.8461538461538,1,1,1,1,2.1,1.72,0,1,0
90,1,137,0,4.91998092582813,0,0,0,1,0,32.6732673267327,34.9397590361446,50,0,0.8,1,0.2,1.01,26,1,1,1
180,1,21,0,3.04452243772342,0,0,0,1,0,57.421875,62.5,87.5,1,0.8,1,0.8,1.16,5,1,1,1
360,1,8,0,2.07944154167984,0,0,0,1,0,54.3478260869565,44.8275862068966,75,1,0.8,1,0.8,1.1,7,1,0,0
90,1,32,0,3.46573590279973,0,0,0,1,0,44.1860465116279,41.6666666666667,100,0,0.6,1,0.6,1.03,15,1,1,1
180,1,15,0,2.70805020110221,0,0,0,1,0,60.4575163398693,63.8009049773756,100,1,0.6,1,1,1.08,8,1,1,1
360,1,5,0,1.6094379124341,0,0,0,1,0,67.1794871794872,61.3636363636364,42.8571428571429,1,0.8,1,0.6,1.16,5,1,1,1
600,1,2,0,0.693147180559945,0,0,0,1,0,83.8235294117647,80.7291666666667,42.8571428571429,1,0.8,1,1,1.85,1.95,1,1,1
1000,1,3,0,1.09861228866811,0,0,0,1,0,81.4977973568282,92.5925925925926,51.8518518518518,1,0.8,1,0.8,2.25,1.61,0,1,0
90,1,97,0,4.57471097850338,1,0,0,1,0,18.9189189189189,52.9411764705882,100,0,0.8,0,0.4,1.002,34,1,1,1
90,1,99,0,4.59511985013459,1,0,0,1,0,33.3333333333333,36.3636363636364,100,1,0.8,1,0.2,1,41,1,1,1
180,1,286,0,5.65599181081985,1,0,0,1,0,40,31.5789473684211,50,1,0.8,1,0.6,1,41,1,1,1
360,1,25,0,3.2188758248682,1,0,0,1,0,40.8163265306122,54.8387096774194,100,1,0.8,1,0.8,1.02,19,1,1,1
720,1,5,0,1.6094379124341,1,0,0,1,0,76.7123287671233,63.265306122449,50,1,0.8,1,0.8,1.16,5,1,1,1
1200,1,3,0,1.09861228866811,1,0,0,1,0,87.2727272727273,80.8080808080808,45.4545454545455,1,1,1,1,1.53,2.5,1,1,1
2000,1,2,0,0.693147180559945,1,0,0,1,0,88.2022471910112,92.8,50,1,1,1,1,4.33,1.25,0,1,0
90,1,38,0,3.63758615972639,1,0,1,0,0,67.96875,65.8536585365854,50,0,0.8,0,0.4,1.01,23,1,1,1
90,1,48,0,3.87120101090789,1,0,1,0,0,27.2727272727273,53.8461538461538,100,1,0.8,1,0.8,1.01,21,1,1,1
180,1,27,0,3.29583686600433,1,0,1,0,0,57.8313253012048,62,75,1,0.8,1,0.6,1.01,23,1,1,1
360,1,34,0,3.52636052461616,1,0,1,0,0,56.7567567567568,53.8461538461538,90.9090909090909,1,0.8,1,0.6,1.02,19,1,1,1
720,1,29,0,3.36729582998647,1,0,1,0,0,55.5555555555556,67.6470588235294,100,1,0.8,1,0.8,1.02,17,1,1,1
1200,1,3,0,1.09861228866811,1,0,1,0,0,87.1886120996441,90.2654867256637,47.8260869565217,1,1,1,1,1.44,2.87,1,0,0
90,2,49,0.693147180559945,3.89182029811063,0,1,0,0,0,42,52.5,100,0,0.8,1,0.2,1.07,9,1,1,1
180,2,35,0.693147180559945,3.55534806148941,0,1,0,0,0,58.4070796460177,59.6026490066225,100,1,0.8,1,0.8,1.1,7,1,1,1
360,2,25,0.693147180559945,3.2188758248682,0,1,0,0,0,66.7638483965015,67.8571428571429,50,1,0.8,1,0.8,1.1,7,1,1,1
600,2,9,0.693147180559945,2.19722457733622,0,1,0,0,0,55.6910569105691,54.8148148148148,60,1,0.8,1,0.8,1.16,5,1,1,1
1000,2,21,0.693147180559945,3.04452243772342,0,1,0,0,0,63.1419939577039,60.625,85.7142857142857,1,0.8,1,0.8,1.11,6.5,1,1,1
90,2,27,0.693147180559945,3.29583686600433,0,1,0,0,0,49.8360655737705,38.1443298969072,100,1,1,1,0.4,1.04,13,1,1,1
360,2,15,0.693147180559945,2.70805020110221,0,1,0,0,0,61.6379310344828,62.9032258064516,100,1,1,1,0.8,1.08,8,1,1,1
600,2,9,0.693147180559945,2.19722457733622,0,1,0,0,0,71.0280373831776,72.8571428571428,100,1,1,1,0.6,1.25,4,1,1,1
1000,2,1,0.693147180559945,0,0,1,0,0,0,83.7251356238698,85.5670103092783,45.8333333333333,1,1,1,1,1.53,2.5,1,0,0
90,2,69,0.693147180559945,4.23410650459726,1,1,0,0,0,0,13.3333333333333,100,0,0.8,0,0.2,1.002,34,1,1,1
90,2,112,0.693147180559945,4.71849887129509,1,1,0,0,0,50,100,50,1,0.8,1,0.4,1,67,1,1,1
180,2,35,0.693147180559945,3.55534806148941,1,1,0,0,0,46.875,45.0704225352113,80,1,0.8,1,0.4,1.01,21,1,1,1
720,2,8,0.693147180559945,2.07944154167984,1,1,0,0,0,73.972602739726,73.1034482758621,100,1,0.8,1,0.8,1.12,6,1,1,1
1200,2,5,0.693147180559945,1.6094379124341,1,1,0,0,0,69.53125,64.6551724137931,66.6666666666667,1,0.8,1,1,1.07,9,1,1,1
2000,2,4,0.693147180559945,1.38629436111989,1,1,0,0,0,77.1186440677966,76.8867924528302,66.6666666666667,1,1,1,1,1.44,2.87,1,0,0
90,2,123,0.693147180559945,4.81218435537242,0,1,0,0,0,38.8489208633094,34.7826086956522,100,0,0.8,0,0,1.01,26,1,1,1
90,2,50,0.693147180559945,3.91202300542815,0,1,0,0,0,42.0168067226891,29.0322580645161,100,1,0.8,1,0.4,1.01,26,1,1,1
180,2,37,0.693147180559945,3.61091791264422,0,1,0,0,0,52.5906735751295,45.2229299363057,66.6666666666667,1,0.8,0,0.4,1.02,17,1,1,1
300,2,29,0.693147180559945,3.36729582998647,0,1,0,0,0,50.597609561753,48.2142857142857,100,1,0.8,0,0.6,1.02,17,1,1,1
500,2,7,0.693147180559945,1.94591014905531,0,1,0,0,0,67.2985781990521,70.2898550724638,55.5555555555556,1,0.8,0,0.8,1.18,4.5,1,1,1
90,2,56,0.693147180559945,4.02535169073515,0,1,0,0,0,47.2972972972973,41.3793103448276,50,1,1,0,0.4,1.02,17,1,1,1
180,2,29,0.693147180559945,3.36729582998647,0,1,0,0,0,49.5073891625616,51.6587677725119,100,1,1,0,0.8,1.02,17,1,1,1
360,2,21,0.693147180559945,3.04452243772342,0,1,0,0,0,66.3817663817664,66.9527896995708,60,1,1,0,0.6,1.06,10,1,1,1
600,2,7,0.693147180559945,1.94591014905531,0,1,0,0,0,62.3306233062331,66.8161434977578,85.7142857142857,1,1,1,1,1.14,5.5,1,1,1
1000,2,3,0.693147180559945,1.09861228866811,0,1,0,0,0,73.1391585760518,77.2727272727273,61.5384615384615,1,1,1,0.8,1.57,2.37,1,1,1
90,2,23,0.693147180559945,3.13549421592915,0,0,0,0,1,58.6065573770492,58.974358974359,100,1,1,0,0.6,1.08,8,1,0,0
600,1,8,0,2.07944154167984,0,0,0,0,1,66.9683257918552,72,60,0,0.8,0,0.6,1.25,4,1,1,1
600,1,3,0,1.09861228866811,0,0,0,0,1,72.8434504792332,75.6410256410256,64.2857142857143,1,0.8,1,0.6,1.8,2,1,1,1
600,1,6,0,1.79175946922805,0,0,0,0,1,62.532981530343,56.4705882352941,87.5,1,0.8,1,0.6,1.18,4.5,1,1,1
1000,1,7,0,1.94591014905531,0,0,0,0,1,72.2222222222222,69.6969696969697,100,1,0.8,1,1,1.16,5,1,1,1
1500,1,2,0,0.693147180559945,0,0,0,0,1,83.5978835978836,84.6153846153846,44,1,0.8,1,0.6,1.61,2.3,1,1,1
90,1,60,0,4.0943445622221,1,1,0,0,0,57.9710144927536,50,100,1,1,0,0.6,1.002,29,1,1,1
90,1,62,0,4.12713438504509,1,1,0,0,0,33.3333333333333,42.8571428571429,100,1,1,0,0.4,1.002,34,1,1,1
180,1,34,0,3.52636052461616,1,1,0,0,0,57.4712643678161,55.3299492385787,80,1,1,1,0.6,1,41,1,1,1
360,1,17,0,2.83321334405622,1,1,0,0,0,65.9090909090909,62.1794871794872,88.8888888888889,1,1,0,0.6,1.02,19,1,1,1
720,1,6,0,1.79175946922805,1,1,0,0,0,69.5652173913043,66.9565217391304,88.8888888888889,1,1,1,1,1.16,5,1,1,1
1200,1,5,0,1.6094379124341,1,1,0,0,0,70.1492537313433,65.863453815261,69.2307692307692,1,1,0,0.8,1.08,8,1,1,1
2000,1,3,0,1.09861228866811,1,1,0,0,0,78.4,77.8260869565217,66.6666666666667,1,1,1,1,1.53,2.62,1,1,1
90,1,44,0,3.78418963391826,0,1,0,0,0,51.9607843137255,52.5862068965517,91.6666666666667,1,1,0,0.4,1.02,19,1,1,1
90,1,55,0,4.00733318523247,0,1,0,0,0,43.4782608695652,57.1428571428571,50,1,1,0,0.6,1.01,26,1,1,1
180,1,20,0,2.99573227355399,0,1,0,0,0,50.609756097561,40.1785714285714,100,1,1,0,0.4,1.02,17,1,1,1
300,1,7,0,1.94591014905531,0,1,0,0,0,72.6530612244898,73.8853503184713,100,1,1,1,1,1.1,7,1,1,1
500,1,6,0,1.79175946922805,0,1,0,0,0,62.8205128205128,67.2340425531915,90,1,1,1,1,1.11,6.5,1,1,1
90,1,36,0,3.58351893845611,0,1,0,0,0,41.9191919191919,30,100,1,1,0,0.6,1.002,29,1,1,1
180,1,31,0,3.43398720448515,0,1,0,0,0,50,44.7368421052632,100,1,1,0,0.6,1.02,17,1,1,1
180,1,23,0,3.13549421592915,0,1,0,0,0,58.9147286821705,60.1123595505618,80,1,1,0,0.8,1.04,13,1,1,1
360,1,8,0,2.07944154167984,0,1,0,0,0,66.5236051502146,70.1986754966888,63.6363636363636,1,1,0,0.8,1.08,8,1,1,1
600,1,7,0,1.94591014905531,0,1,0,0,0,72.8,74.0740740740741,100,1,1,1,1,1.11,6.5,1,0,0
90,1,64,0,4.15888308335967,0,1,0,0,0,38.3333333333333,32.1428571428571,100,0,0.8,0,0.4,1.01,26,1,1,1
180,1,254,0,5.53733426701854,0,1,0,0,0,49.3150684931507,51.7857142857143,50,1,0.8,0,0.6,1.002,34,1,1,1
180,1,18,0,2.89037175789616,0,1,0,0,0,66.3956639566396,66.530612244898,66.6666666666667,1,0.8,0,0.6,1.05,11,1,0,0
90,1,27,0,3.29583686600433,0,0,0,1,0,56.6125290023202,54.3859649122807,50,0,0.6,0,0.4,1.06,10,1,1,1
180,1,20,0,2.99573227355399,0,0,0,1,0,60.3550295857988,64.7302904564315,100,1,0.6,0,0.6,1.1,7,1,1,1
360,1,49,0,3.89182029811063,0,0,0,1,0,54.1202672605791,56.0810810810811,75,1,0.8,0,0.8,1.11,6.5,1,1,1
600,1,32,0,3.46573590279973,0,0,0,1,0,42.9268292682927,50.354609929078,100,1,0.8,0,0.8,1.12,6,1,1,1
1000,1,5,0,1.6094379124341,0,0,0,1,0,81.8371607515658,92.8030303030303,50,1,0.8,0,0.8,2.87,1.4,0,0,1
90,1,28,0,3.3322045101752,0,0,0,1,0,50,55.5555555555556,100,1,1,0,0.4,1.05,11,1,0,0
90,1,89,0,4.48863636973214,0,0,0,1,0,48.5714285714286,52.4916943521595,100,0,0.8,0,0.4,1.01,21,1,1,1
180,1,23,0,3.13549421592915,0,0,0,1,0,53.2051282051282,55.1724137931034,100,1,0.8,0,0.6,1.06,10,1,1,1
360,1,6,0,1.79175946922805,0,0,0,1,0,63.1707317073171,62.3188405797101,90.9090909090909,1,0.8,1,0.8,1.12,6,1,0,0
90,1,58,0,4.06044301054642,1,0,0,1,0,55.5555555555556,38.4615384615385,50,0,0.6,0,0.2,1.002,29,1,1,1
90,1,83,0,4.4188406077966,1,0,0,1,0,33.3333333333333,50,50,1,0.6,1,0.8,1,41,1,1,1
180,1,28,0,3.3322045101752,1,0,0,1,0,42.8571428571429,56.25,66.6666666666667,1,0.8,0,0.4,1.07,9,1,1,1
360,1,19,0,2.94443897916644,1,0,0,1,0,56.4102564102564,53.9568345323741,66.6666666666667,1,0.8,0,0.6,1.03,15,1,1,1
720,1,14,0,2.63905732961526,1,0,0,1,0,69.1588785046729,65.0943396226415,57.1428571428571,1,0.8,0,0.8,1.08,8,1,1,1
1200,1,4,0,1.38629436111989,1,0,0,1,0,88.1720430107527,92.9824561403509,51.6129032258064,1,1,0,0.8,2.3,1.61,0,1,0
90,1,34,0,3.52636052461616,1,0,1,0,0,54.3859649122807,65.7894736842105,100,0,0.8,0,0.4,1.01,26,1,1,1
90,1,156,0,5.04985600724954,1,0,1,0,0,27.2727272727273,26.6666666666667,50,1,0.8,1,0.4,1.002,29,1,1,1
180,1,25,0,3.2188758248682,0,0,1,0,0,47.752808988764,45.4545454545455,100,1,0.8,0,0.6,1.02,19,1,1,1
360,1,13,0,2.56494935746154,1,0,1,0,0,69.3693693693694,75.5102040816327,62.5,1,0.8,0,0.6,1.1,7,1,1,1
720,1,6,0,1.79175946922805,1,0,1,0,0,69.4214876033058,71.6666666666667,83.3333333333333,1,0.8,1,1,1.1,7,1,1,1
1200,1,8,0,2.07944154167984,1,0,1,0,0,74.390243902439,70.5882352941177,88.8888888888889,1,1,1,1,1.16,5,1,1,1
2000,1,2,0,0.693147180559945,1,0,1,0,0,78.7878787878788,81.0810810810811,68.75,1,1,1,1,1.57,2.5,1,0,0
90,1,50,0,3.91202300542815,0,1,0,0,0,50.6944444444444,48.3870967741936,100,0,0.8,0,0.4,1.03,15,1,1,1
180,1,66,0,4.18965474202643,0,1,0,0,0,46.7065868263473,48.2352941176471,100,1,0.8,1,0.6,1.02,17,1,1,1
360,1,9,0,2.19722457733622,0,1,0,0,0,63.8743455497382,62.5,88.8888888888889,1,0.8,0,0.8,1.11,6.5,1,1,1
600,1,4,0,1.38629436111989,0,1,0,0,0,82.3293172690763,79.4326241134752,50,1,0.8,0,0.8,1.4,3,1,0,0
90,1,32,0,3.46573590279973,0,1,0,0,0,60.4972375690608,43.9252336448598,100,0,0.6,0,0.6,1.03,15,1,1,1
180,1,80,0,4.38202663467388,0,1,0,0,0,39.1304347826087,50,100,1,0.8,1,0.4,1.02,19,1,1,1
360,1,22,0,3.09104245335832,0,1,0,0,0,63.0522088353414,67.0391061452514,50,1,0.8,0,0.8,1.1,7,1,0,0
90,1,112,0,4.71849887129509,1,1,0,0,0,45.4545454545455,51.4285714285714,50,0,0.6,0,0.6,1.002,34,1,1,1
90,1,87,0,4.46590811865458,1,1,0,0,0,36.1111111111111,35.7798165137615,100,1,0.6,0,0.4,1.002,34,1,1,1
180,1,95,0,4.55387689160054,1,1,0,0,0,57.1428571428571,37.5,50,1,0.8,1,0.6,1,51,1,1,1
360,1,43,0,3.76120011569356,1,1,0,0,0,45,48.4848484848485,100,1,0.8,0,0.6,1.01,26,1,1,1
720,1,24,0,3.17805383034795,1,1,0,0,0,64.1791044776119,54.9107142857143,57.1428571428571,1,0.8,0,0.8,1.02,17,1,1,1
